r,h,k,n,infected,msgs
0,9,64,2560,1,64
1,9,64,2560,65,4160
2,9,64,2560,2075,132800
3,9,64,2560,2560,163840
4,9,64,2560,2560,163840
5,9,64,2560,2560,163840
6,9,64,2560,2560,163840
7,9,64,2560,2560,163840
8,9,64,2560,2560,163840
9,9,64,2560,2560,163840
10,9,64,2560,2560,163840
11,9,64,2560,2560,163840
12,9,64,2560,2560,163840
13,9,64,2560,2560,163840
14,9,64,2560,2560,163840
15,9,64,2560,2560,163840
16,9,64,2560,2560,163840
17,9,64,2560,2560,163840
18,9,64,2560,2560,163840
19,9,64,2560,2560,163840
20,9,64,2560,2560,163840
21,9,64,2560,2560,163840
22,9,64,2560,2560,163840
23,9,64,2560,2560,163840
24,9,64,2560,2560,163840
25,9,64,2560,2560,163840
26,9,64,2560,2560,163840
27,9,64,2560,2560,163840
28,9,64,2560,2560,163840
29,9,64,2560,2560,163840
30,9,64,2560,2560,163840
31,9,64,2560,2560,163840
32,9,64,2560,2560,163840
33,9,64,2560,2560,163840
34,9,64,2560,2560,163840
35,9,64,2560,2560,163840
36,9,64,2560,2560,163840
37,9,64,2560,2560,163840
38,9,64,2560,2560,163840
39,9,64,2560,2560,163840
40,9,64,2560,2560,163840
41,9,64,2560,2560,163840
42,9,64,2560,2560,163840
43,9,64,2560,2560,163840
44,9,64,2560,2560,163840
45,9,64,2560,2560,163840
46,9,64,2560,2560,163840
47,9,64,2560,2560,163840
48,9,64,2560,2560,163840
49,9,64,2560,2560,163840
50,9,64,2560,2560,163840
51,9,64,2560,2560,163840
52,9,64,2560,2560,163840
53,9,64,2560,2560,163840
54,9,64,2560,2560,163840
55,9,64,2560,2560,163840
56,9,64,2560,2560,163840
57,9,64,2560,2560,163840
58,9,64,2560,2560,163840
59,9,64,2560,2560,163840
60,9,64,2560,2560,163840
61,9,64,2560,2560,163840
62,9,64,2560,2560,163840
63,9,64,2560,2560,163840
64,9,64,2560,2560,163840
65,9,64,2560,2560,163840
66,9,64,2560,2560,163840
67,9,64,2560,2560,163840
68,9,64,2560,2560,163840
69,9,64,2560,2560,163840
70,9,64,2560,2560,163840
71,9,64,2560,2560,163840
72,9,64,2560,2560,163840
73,9,64,2560,2560,163840
74,9,64,2560,2560,163840
75,9,64,2560,2560,163840
76,9,64,2560,2560,163840
77,9,64,2560,2560,163840
78,9,64,2560,2560,163840
79,9,64,2560,2560,163840
80,9,64,2560,2560,163840
81,9,64,2560,2560,163840
82,9,64,2560,2560,163840
83,9,64,2560,2560,163840
84,9,64,2560,2560,163840
