r,h,k,n,infected,msgs
0,2,8,640,1,8
1,2,8,640,9,72
2,2,8,640,69,552
3,2,8,640,606,5120
4,2,8,640,640,5392
5,2,8,640,640,5392
6,2,8,640,640,5392
7,2,8,640,640,5392
8,2,8,640,640,5392
9,2,8,640,640,5392
10,2,8,640,640,5392
11,2,8,640,640,5392
12,2,8,640,640,5392
13,2,8,640,640,5392
14,2,8,640,640,5392
15,2,8,640,640,5392
16,2,8,640,640,5392
17,2,8,640,640,5392
18,2,8,640,640,5392
19,2,8,640,640,5392
20,2,8,640,640,5392
21,2,8,640,640,5392
22,2,8,640,640,5392
23,2,8,640,640,5392
24,2,8,640,640,5392
25,2,8,640,640,5392
26,2,8,640,640,5392
27,2,8,640,640,5392
28,2,8,640,640,5392
29,2,8,640,640,5392
30,2,8,640,640,5392
31,2,8,640,640,5392
32,2,8,640,640,5392
33,2,8,640,640,5392
34,2,8,640,640,5392
35,2,8,640,640,5392
36,2,8,640,640,5392
37,2,8,640,640,5392
38,2,8,640,640,5392
39,2,8,640,640,5392
40,2,8,640,640,5392
41,2,8,640,640,5392
42,2,8,640,640,5392
43,2,8,640,640,5392
44,2,8,640,640,5392
45,2,8,640,640,5392
46,2,8,640,640,5392
47,2,8,640,640,5392
48,2,8,640,640,5392
49,2,8,640,640,5392
50,2,8,640,640,5392
51,2,8,640,640,5392
52,2,8,640,640,5392
53,2,8,640,640,5392
54,2,8,640,640,5392
55,2,8,640,640,5392
56,2,8,640,640,5392
57,2,8,640,640,5392
58,2,8,640,640,5392
59,2,8,640,640,5392
60,2,8,640,640,5392
61,2,8,640,640,5392
62,2,8,640,640,5392
63,2,8,640,640,5392
64,2,8,640,640,5392
65,2,8,640,640,5392
66,2,8,640,640,5392
67,2,8,640,640,5392
68,2,8,640,640,5392
69,2,8,640,640,5392
70,2,8,640,640,5392
71,2,8,640,640,5392
72,2,8,640,640,5392
73,2,8,640,640,5392
74,2,8,640,640,5392
75,2,8,640,640,5392
76,2,8,640,640,5392
77,2,8,640,640,5392
78,2,8,640,640,5392
79,2,8,640,640,5392
80,2,8,640,640,5392
81,2,8,640,640,5392
82,2,8,640,640,5392
83,2,8,640,640,5392
84,2,8,640,640,5392
85,2,8,640,640,5392
86,2,8,640,640,5392
87,2,8,640,640,5392
88,2,8,640,640,5392
89,2,8,640,640,5392
90,2,8,640,640,5392
91,2,8,640,640,5392
92,2,8,640,640,5392
93,2,8,640,640,5392
94,2,8,640,640,5392
95,2,8,640,640,5392
96,2,8,640,640,5392
97,2,8,640,640,5392
98,2,8,640,640,5392
99,2,8,640,640,5392
100,2,8,640,640,5392
101,2,8,640,640,5392
102,2,8,640,640,5392
103,2,8,640,640,5392
104,2,8,640,640,5392
105,2,8,640,640,5392
106,2,8,640,640,5392
107,2,8,640,640,5392
108,2,8,640,640,5392
109,2,8,640,640,5392
110,2,8,640,640,5392
111,2,8,640,640,5392
112,2,8,640,640,5392
113,2,8,640,640,5392
114,2,8,640,640,5392
115,2,8,640,640,5392
116,2,8,640,640,5392
117,2,8,640,640,5392
118,2,8,640,640,5392
119,2,8,640,640,5392
120,2,8,640,640,5392
121,2,8,640,640,5392
122,2,8,640,640,5392
123,2,8,640,640,5392
124,2,8,640,640,5392
125,2,8,640,640,5392
126,2,8,640,640,5392
127,2,8,640,640,5392
128,2,8,640,640,5392
129,2,8,640,640,5392
130,2,8,640,640,5392
131,2,8,640,640,5392
132,2,8,640,640,5392
133,2,8,640,640,5392
134,2,8,640,640,5392
135,2,8,640,640,5392
136,2,8,640,640,5392
137,2,8,640,640,5392
138,2,8,640,640,5392
139,2,8,640,640,5392
140,2,8,640,640,5392
