r,h,k,n,infected,msgs
0,3,64,2560,1,64
1,3,64,2560,65,4160
2,3,64,2560,2047,131008
3,3,64,2560,2560,163840
4,3,64,2560,2560,163840
5,3,64,2560,2560,163840
6,3,64,2560,2560,163840
7,3,64,2560,2560,163840
8,3,64,2560,2560,163840
9,3,64,2560,2560,163840
10,3,64,2560,2560,163840
11,3,64,2560,2560,163840
12,3,64,2560,2560,163840
13,3,64,2560,2560,163840
14,3,64,2560,2560,163840
15,3,64,2560,2560,163840
16,3,64,2560,2560,163840
17,3,64,2560,2560,163840
18,3,64,2560,2560,163840
19,3,64,2560,2560,163840
20,3,64,2560,2560,163840
21,3,64,2560,2560,163840
22,3,64,2560,2560,163840
23,3,64,2560,2560,163840
24,3,64,2560,2560,163840
25,3,64,2560,2560,163840
26,3,64,2560,2560,163840
27,3,64,2560,2560,163840
28,3,64,2560,2560,163840
29,3,64,2560,2560,163840
30,3,64,2560,2560,163840
31,3,64,2560,2560,163840
32,3,64,2560,2560,163840
33,3,64,2560,2560,163840
34,3,64,2560,2560,163840
35,3,64,2560,2560,163840
36,3,64,2560,2560,163840
37,3,64,2560,2560,163840
38,3,64,2560,2560,163840
39,3,64,2560,2560,163840
40,3,64,2560,2560,163840
41,3,64,2560,2560,163840
42,3,64,2560,2560,163840
43,3,64,2560,2560,163840
44,3,64,2560,2560,163840
45,3,64,2560,2560,163840
46,3,64,2560,2560,163840
47,3,64,2560,2560,163840
48,3,64,2560,2560,163840
49,3,64,2560,2560,163840
50,3,64,2560,2560,163840
51,3,64,2560,2560,163840
52,3,64,2560,2560,163840
53,3,64,2560,2560,163840
54,3,64,2560,2560,163840
55,3,64,2560,2560,163840
56,3,64,2560,2560,163840
57,3,64,2560,2560,163840
58,3,64,2560,2560,163840
59,3,64,2560,2560,163840
60,3,64,2560,2560,163840
61,3,64,2560,2560,163840
62,3,64,2560,2560,163840
63,3,64,2560,2560,163840
64,3,64,2560,2560,163840
65,3,64,2560,2560,163840
66,3,64,2560,2560,163840
67,3,64,2560,2560,163840
68,3,64,2560,2560,163840
69,3,64,2560,2560,163840
70,3,64,2560,2560,163840
71,3,64,2560,2560,163840
72,3,64,2560,2560,163840
73,3,64,2560,2560,163840
74,3,64,2560,2560,163840
75,3,64,2560,2560,163840
76,3,64,2560,2560,163840
77,3,64,2560,2560,163840
78,3,64,2560,2560,163840
79,3,64,2560,2560,163840
80,3,64,2560,2560,163840
81,3,64,2560,2560,163840
82,3,64,2560,2560,163840
83,3,64,2560,2560,163840
84,3,64,2560,2560,163840
85,3,64,2560,2560,163840
86,3,64,2560,2560,163840
87,3,64,2560,2560,163840
88,3,64,2560,2560,163840
89,3,64,2560,2560,163840
90,3,64,2560,2560,163840
91,3,64,2560,2560,163840
92,3,64,2560,2560,163840
93,3,64,2560,2560,163840
94,3,64,2560,2560,163840
95,3,64,2560,2560,163840
96,3,64,2560,2560,163840
97,3,64,2560,2560,163840
98,3,64,2560,2560,163840
99,3,64,2560,2560,163840
100,3,64,2560,2560,163840
101,3,64,2560,2560,163840
102,3,64,2560,2560,163840
103,3,64,2560,2560,163840
104,3,64,2560,2560,163840
105,3,64,2560,2560,163840
106,3,64,2560,2560,163840
107,3,64,2560,2560,163840
108,3,64,2560,2560,163840
109,3,64,2560,2560,163840
110,3,64,2560,2560,163840
111,3,64,2560,2560,163840
112,3,64,2560,2560,163840
113,3,64,2560,2560,163840
114,3,64,2560,2560,163840
115,3,64,2560,2560,163840
116,3,64,2560,2560,163840
117,3,64,2560,2560,163840
118,3,64,2560,2560,163840
119,3,64,2560,2560,163840
120,3,64,2560,2560,163840
121,3,64,2560,2560,163840
122,3,64,2560,2560,163840
123,3,64,2560,2560,163840
124,3,64,2560,2560,163840
125,3,64,2560,2560,163840
126,3,64,2560,2560,163840
127,3,64,2560,2560,163840
128,3,64,2560,2560,163840
129,3,64,2560,2560,163840
130,3,64,2560,2560,163840
131,3,64,2560,2560,163840
132,3,64,2560,2560,163840
133,3,64,2560,2560,163840
134,3,64,2560,2560,163840
135,3,64,2560,2560,163840
136,3,64,2560,2560,163840
137,3,64,2560,2560,163840
138,3,64,2560,2560,163840
139,3,64,2560,2560,163840
140,3,64,2560,2560,163840
141,3,64,2560,2560,163840
142,3,64,2560,2560,163840
143,3,64,2560,2560,163840
144,3,64,2560,2560,163840
145,3,64,2560,2560,163840
146,3,64,2560,2560,163840
147,3,64,2560,2560,163840
148,3,64,2560,2560,163840
149,3,64,2560,2560,163840
150,3,64,2560,2560,163840
151,3,64,2560,2560,163840
152,3,64,2560,2560,163840
153,3,64,2560,2560,163840
154,3,64,2560,2560,163840
155,3,64,2560,2560,163840
156,3,64,2560,2560,163840
157,3,64,2560,2560,163840
158,3,64,2560,2560,163840
159,3,64,2560,2560,163840
160,3,64,2560,2560,163840
161,3,64,2560,2560,163840
162,3,64,2560,2560,163840
163,3,64,2560,2560,163840
164,3,64,2560,2560,163840
165,3,64,2560,2560,163840
166,3,64,2560,2560,163840
167,3,64,2560,2560,163840
168,3,64,2560,2560,163840
169,3,64,2560,2560,163840
170,3,64,2560,2560,163840
171,3,64,2560,2560,163840
172,3,64,2560,2560,163840
173,3,64,2560,2560,163840
174,3,64,2560,2560,163840
175,3,64,2560,2560,163840
176,3,64,2560,2560,163840
177,3,64,2560,2560,163840
178,3,64,2560,2560,163840
179,3,64,2560,2560,163840
180,3,64,2560,2560,163840
181,3,64,2560,2560,163840
182,3,64,2560,2560,163840
183,3,64,2560,2560,163840
184,3,64,2560,2560,163840
185,3,64,2560,2560,163840
186,3,64,2560,2560,163840
187,3,64,2560,2560,163840
188,3,64,2560,2560,163840
189,3,64,2560,2560,163840
190,3,64,2560,2560,163840
191,3,64,2560,2560,163840
192,3,64,2560,2560,163840
193,3,64,2560,2560,163840
194,3,64,2560,2560,163840
195,3,64,2560,2560,163840
196,3,64,2560,2560,163840
197,3,64,2560,2560,163840
198,3,64,2560,2560,163840
199,3,64,2560,2560,163840
200,3,64,2560,2560,163840
201,3,64,2560,2560,163840
202,3,64,2560,2560,163840
203,3,64,2560,2560,163840
204,3,64,2560,2560,163840
205,3,64,2560,2560,163840
