r,h,k,n,infected,msgs
0,4,1,160,1,1
1,4,1,160,2,2
2,4,1,160,3,3
3,4,1,160,4,4
4,4,1,160,5,5
5,4,1,160,20,160
6,4,1,160,62,300
7,4,1,160,109,398
8,4,1,160,149,449
9,4,1,160,159,460
10,4,1,160,160,461
11,4,1,160,160,461
12,4,1,160,160,461
13,4,1,160,160,461
14,4,1,160,160,461
15,4,1,160,160,461
16,4,1,160,160,461
17,4,1,160,160,461
18,4,1,160,160,461
19,4,1,160,160,461
20,4,1,160,160,461
21,4,1,160,160,461
22,4,1,160,160,461
23,4,1,160,160,461
24,4,1,160,160,461
25,4,1,160,160,461
26,4,1,160,160,461
27,4,1,160,160,461
28,4,1,160,160,461
29,4,1,160,160,461
30,4,1,160,160,461
31,4,1,160,160,461
32,4,1,160,160,461
33,4,1,160,160,461
34,4,1,160,160,461
35,4,1,160,160,461
36,4,1,160,160,461
37,4,1,160,160,461
38,4,1,160,160,461
39,4,1,160,160,461
40,4,1,160,160,461
41,4,1,160,160,461
42,4,1,160,160,461
43,4,1,160,160,461
44,4,1,160,160,461
45,4,1,160,160,461
46,4,1,160,160,461
47,4,1,160,160,461
48,4,1,160,160,461
49,4,1,160,160,461
50,4,1,160,160,461
51,4,1,160,160,461
52,4,1,160,160,461
53,4,1,160,160,461
54,4,1,160,160,461
55,4,1,160,160,461
56,4,1,160,160,461
57,4,1,160,160,461
58,4,1,160,160,461
59,4,1,160,160,461
60,4,1,160,160,461
61,4,1,160,160,461
62,4,1,160,160,461
63,4,1,160,160,461
64,4,1,160,160,461
65,4,1,160,160,461
66,4,1,160,160,461
67,4,1,160,160,461
68,4,1,160,160,461
69,4,1,160,160,461
70,4,1,160,160,461
71,4,1,160,160,461
72,4,1,160,160,461
73,4,1,160,160,461
74,4,1,160,160,461
75,4,1,160,160,461
76,4,1,160,160,461
77,4,1,160,160,461
78,4,1,160,160,461
79,4,1,160,160,461
80,4,1,160,160,461
81,4,1,160,160,461
82,4,1,160,160,461
83,4,1,160,160,461
84,4,1,160,160,461
85,4,1,160,160,461
86,4,1,160,160,461
87,4,1,160,160,461
88,4,1,160,160,461
89,4,1,160,160,461
90,4,1,160,160,461
91,4,1,160,160,461
92,4,1,160,160,461
93,4,1,160,160,461
94,4,1,160,160,461
95,4,1,160,160,461
96,4,1,160,160,461
97,4,1,160,160,461
98,4,1,160,160,461
99,4,1,160,160,461
100,4,1,160,160,461
101,4,1,160,160,461
102,4,1,160,160,461
103,4,1,160,160,461
104,4,1,160,160,461
105,4,1,160,160,461
106,4,1,160,160,461
107,4,1,160,160,461
108,4,1,160,160,461
109,4,1,160,160,461
110,4,1,160,160,461
111,4,1,160,160,461
112,4,1,160,160,461
113,4,1,160,160,461
114,4,1,160,160,461
115,4,1,160,160,461
116,4,1,160,160,461
117,4,1,160,160,461
118,4,1,160,160,461
119,4,1,160,160,461
120,4,1,160,160,461
121,4,1,160,160,461
122,4,1,160,160,461
123,4,1,160,160,461
124,4,1,160,160,461
125,4,1,160,160,461
126,4,1,160,160,461
127,4,1,160,160,461
128,4,1,160,160,461
129,4,1,160,160,461
130,4,1,160,160,461
131,4,1,160,160,461
132,4,1,160,160,461
133,4,1,160,160,461
134,4,1,160,160,461
135,4,1,160,160,461
136,4,1,160,160,461
137,4,1,160,160,461
138,4,1,160,160,461
139,4,1,160,160,461
140,4,1,160,160,461
141,4,1,160,160,461
142,4,1,160,160,461
143,4,1,160,160,461
144,4,1,160,160,461
145,4,1,160,160,461
146,4,1,160,160,461
147,4,1,160,160,461
148,4,1,160,160,461
149,4,1,160,160,461
150,4,1,160,160,461
151,4,1,160,160,461
152,4,1,160,160,461
153,4,1,160,160,461
154,4,1,160,160,461
155,4,1,160,160,461
156,4,1,160,160,461
157,4,1,160,160,461
158,4,1,160,160,461
159,4,1,160,160,461
160,4,1,160,160,461
161,4,1,160,160,461
162,4,1,160,160,461
163,4,1,160,160,461
164,4,1,160,160,461
165,4,1,160,160,461
166,4,1,160,160,461
167,4,1,160,160,461
168,4,1,160,160,461
169,4,1,160,160,461
170,4,1,160,160,461
171,4,1,160,160,461
172,4,1,160,160,461
173,4,1,160,160,461
174,4,1,160,160,461
175,4,1,160,160,461
176,4,1,160,160,461
177,4,1,160,160,461
178,4,1,160,160,461
179,4,1,160,160,461
180,4,1,160,160,461
181,4,1,160,160,461
182,4,1,160,160,461
183,4,1,160,160,461
184,4,1,160,160,461
185,4,1,160,160,461
186,4,1,160,160,461
187,4,1,160,160,461
188,4,1,160,160,461
189,4,1,160,160,461
190,4,1,160,160,461
191,4,1,160,160,461
192,4,1,160,160,461
193,4,1,160,160,461
194,4,1,160,160,461
195,4,1,160,160,461
196,4,1,160,160,461
197,4,1,160,160,461
198,4,1,160,160,461
199,4,1,160,160,461
200,4,1,160,160,461
201,4,1,160,160,461
202,4,1,160,160,461
203,4,1,160,160,461
204,4,1,160,160,461
205,4,1,160,160,461
206,4,1,160,160,461
207,4,1,160,160,461
208,4,1,160,160,461
209,4,1,160,160,461
210,4,1,160,160,461
211,4,1,160,160,461
212,4,1,160,160,461
213,4,1,160,160,461
214,4,1,160,160,461
215,4,1,160,160,461
216,4,1,160,160,461
217,4,1,160,160,461
218,4,1,160,160,461
