r,h,k,n,infected,msgs
0,3,1,320,1,1
1,3,1,320,2,2
2,3,1,320,3,3
3,3,1,320,4,4
4,3,1,320,16,320
5,3,1,320,39,624
6,3,1,320,84,905
7,3,1,320,166,1141
8,3,1,320,261,1295
9,3,1,320,317,1354
10,3,1,320,320,1357
11,3,1,320,320,1357
12,3,1,320,320,1357
13,3,1,320,320,1357
14,3,1,320,320,1357
15,3,1,320,320,1357
16,3,1,320,320,1357
17,3,1,320,320,1357
18,3,1,320,320,1357
19,3,1,320,320,1357
20,3,1,320,320,1357
21,3,1,320,320,1357
22,3,1,320,320,1357
23,3,1,320,320,1357
24,3,1,320,320,1357
25,3,1,320,320,1357
26,3,1,320,320,1357
27,3,1,320,320,1357
28,3,1,320,320,1357
29,3,1,320,320,1357
30,3,1,320,320,1357
31,3,1,320,320,1357
32,3,1,320,320,1357
33,3,1,320,320,1357
34,3,1,320,320,1357
35,3,1,320,320,1357
36,3,1,320,320,1357
37,3,1,320,320,1357
38,3,1,320,320,1357
39,3,1,320,320,1357
40,3,1,320,320,1357
41,3,1,320,320,1357
42,3,1,320,320,1357
43,3,1,320,320,1357
44,3,1,320,320,1357
45,3,1,320,320,1357
46,3,1,320,320,1357
47,3,1,320,320,1357
48,3,1,320,320,1357
49,3,1,320,320,1357
50,3,1,320,320,1357
51,3,1,320,320,1357
52,3,1,320,320,1357
53,3,1,320,320,1357
54,3,1,320,320,1357
55,3,1,320,320,1357
56,3,1,320,320,1357
57,3,1,320,320,1357
58,3,1,320,320,1357
59,3,1,320,320,1357
60,3,1,320,320,1357
61,3,1,320,320,1357
62,3,1,320,320,1357
63,3,1,320,320,1357
64,3,1,320,320,1357
65,3,1,320,320,1357
66,3,1,320,320,1357
67,3,1,320,320,1357
68,3,1,320,320,1357
69,3,1,320,320,1357
70,3,1,320,320,1357
71,3,1,320,320,1357
72,3,1,320,320,1357
73,3,1,320,320,1357
74,3,1,320,320,1357
75,3,1,320,320,1357
76,3,1,320,320,1357
77,3,1,320,320,1357
78,3,1,320,320,1357
79,3,1,320,320,1357
80,3,1,320,320,1357
81,3,1,320,320,1357
82,3,1,320,320,1357
83,3,1,320,320,1357
84,3,1,320,320,1357
85,3,1,320,320,1357
86,3,1,320,320,1357
87,3,1,320,320,1357
88,3,1,320,320,1357
89,3,1,320,320,1357
90,3,1,320,320,1357
91,3,1,320,320,1357
92,3,1,320,320,1357
93,3,1,320,320,1357
94,3,1,320,320,1357
95,3,1,320,320,1357
96,3,1,320,320,1357
97,3,1,320,320,1357
98,3,1,320,320,1357
99,3,1,320,320,1357
100,3,1,320,320,1357
101,3,1,320,320,1357
102,3,1,320,320,1357
103,3,1,320,320,1357
104,3,1,320,320,1357
105,3,1,320,320,1357
106,3,1,320,320,1357
107,3,1,320,320,1357
108,3,1,320,320,1357
109,3,1,320,320,1357
110,3,1,320,320,1357
111,3,1,320,320,1357
112,3,1,320,320,1357
113,3,1,320,320,1357
114,3,1,320,320,1357
115,3,1,320,320,1357
116,3,1,320,320,1357
117,3,1,320,320,1357
118,3,1,320,320,1357
119,3,1,320,320,1357
120,3,1,320,320,1357
121,3,1,320,320,1357
122,3,1,320,320,1357
123,3,1,320,320,1357
124,3,1,320,320,1357
125,3,1,320,320,1357
126,3,1,320,320,1357
127,3,1,320,320,1357
128,3,1,320,320,1357
129,3,1,320,320,1357
130,3,1,320,320,1357
131,3,1,320,320,1357
132,3,1,320,320,1357
133,3,1,320,320,1357
134,3,1,320,320,1357
135,3,1,320,320,1357
136,3,1,320,320,1357
137,3,1,320,320,1357
138,3,1,320,320,1357
139,3,1,320,320,1357
140,3,1,320,320,1357
141,3,1,320,320,1357
142,3,1,320,320,1357
143,3,1,320,320,1357
144,3,1,320,320,1357
145,3,1,320,320,1357
146,3,1,320,320,1357
147,3,1,320,320,1357
