r,h,k,n,infected,msgs
0,1,1,320,1,1
1,1,1,320,2,2
2,1,1,320,5,320
3,1,1,320,14,635
4,1,1,320,37,941
5,1,1,320,79,1224
6,1,1,320,164,1465
7,1,1,320,269,1621
8,1,1,320,314,1672
9,1,1,320,320,1678
10,1,1,320,320,1678
11,1,1,320,320,1678
12,1,1,320,320,1678
13,1,1,320,320,1678
14,1,1,320,320,1678
15,1,1,320,320,1678
16,1,1,320,320,1678
17,1,1,320,320,1678
18,1,1,320,320,1678
19,1,1,320,320,1678
20,1,1,320,320,1678
21,1,1,320,320,1678
22,1,1,320,320,1678
23,1,1,320,320,1678
24,1,1,320,320,1678
25,1,1,320,320,1678
26,1,1,320,320,1678
27,1,1,320,320,1678
28,1,1,320,320,1678
29,1,1,320,320,1678
30,1,1,320,320,1678
31,1,1,320,320,1678
32,1,1,320,320,1678
33,1,1,320,320,1678
34,1,1,320,320,1678
35,1,1,320,320,1678
36,1,1,320,320,1678
37,1,1,320,320,1678
38,1,1,320,320,1678
39,1,1,320,320,1678
40,1,1,320,320,1678
41,1,1,320,320,1678
42,1,1,320,320,1678
43,1,1,320,320,1678
44,1,1,320,320,1678
45,1,1,320,320,1678
46,1,1,320,320,1678
47,1,1,320,320,1678
48,1,1,320,320,1678
49,1,1,320,320,1678
50,1,1,320,320,1678
51,1,1,320,320,1678
52,1,1,320,320,1678
53,1,1,320,320,1678
54,1,1,320,320,1678
55,1,1,320,320,1678
56,1,1,320,320,1678
57,1,1,320,320,1678
58,1,1,320,320,1678
59,1,1,320,320,1678
60,1,1,320,320,1678
61,1,1,320,320,1678
62,1,1,320,320,1678
63,1,1,320,320,1678
64,1,1,320,320,1678
65,1,1,320,320,1678
66,1,1,320,320,1678
67,1,1,320,320,1678
68,1,1,320,320,1678
69,1,1,320,320,1678
70,1,1,320,320,1678
71,1,1,320,320,1678
72,1,1,320,320,1678
73,1,1,320,320,1678
74,1,1,320,320,1678
75,1,1,320,320,1678
76,1,1,320,320,1678
77,1,1,320,320,1678
78,1,1,320,320,1678
79,1,1,320,320,1678
80,1,1,320,320,1678
81,1,1,320,320,1678
82,1,1,320,320,1678
83,1,1,320,320,1678
84,1,1,320,320,1678
85,1,1,320,320,1678
86,1,1,320,320,1678
87,1,1,320,320,1678
88,1,1,320,320,1678
89,1,1,320,320,1678
90,1,1,320,320,1678
91,1,1,320,320,1678
92,1,1,320,320,1678
93,1,1,320,320,1678
94,1,1,320,320,1678
95,1,1,320,320,1678
96,1,1,320,320,1678
97,1,1,320,320,1678
98,1,1,320,320,1678
99,1,1,320,320,1678
100,1,1,320,320,1678
101,1,1,320,320,1678
102,1,1,320,320,1678
103,1,1,320,320,1678
104,1,1,320,320,1678
105,1,1,320,320,1678
106,1,1,320,320,1678
107,1,1,320,320,1678
108,1,1,320,320,1678
109,1,1,320,320,1678
110,1,1,320,320,1678
111,1,1,320,320,1678
112,1,1,320,320,1678
113,1,1,320,320,1678
114,1,1,320,320,1678
115,1,1,320,320,1678
116,1,1,320,320,1678
117,1,1,320,320,1678
118,1,1,320,320,1678
119,1,1,320,320,1678
120,1,1,320,320,1678
121,1,1,320,320,1678
122,1,1,320,320,1678
123,1,1,320,320,1678
124,1,1,320,320,1678
125,1,1,320,320,1678
126,1,1,320,320,1678
127,1,1,320,320,1678
128,1,1,320,320,1678
129,1,1,320,320,1678
130,1,1,320,320,1678
131,1,1,320,320,1678
132,1,1,320,320,1678
133,1,1,320,320,1678
134,1,1,320,320,1678
135,1,1,320,320,1678
136,1,1,320,320,1678
137,1,1,320,320,1678
138,1,1,320,320,1678
139,1,1,320,320,1678
140,1,1,320,320,1678
141,1,1,320,320,1678
142,1,1,320,320,1678
143,1,1,320,320,1678
144,1,1,320,320,1678
145,1,1,320,320,1678
146,1,1,320,320,1678
147,1,1,320,320,1678
148,1,1,320,320,1678
149,1,1,320,320,1678
150,1,1,320,320,1678
151,1,1,320,320,1678
152,1,1,320,320,1678
153,1,1,320,320,1678
154,1,1,320,320,1678
155,1,1,320,320,1678
156,1,1,320,320,1678
157,1,1,320,320,1678
158,1,1,320,320,1678
159,1,1,320,320,1678
160,1,1,320,320,1678
161,1,1,320,320,1678
162,1,1,320,320,1678
163,1,1,320,320,1678
164,1,1,320,320,1678
165,1,1,320,320,1678
166,1,1,320,320,1678
167,1,1,320,320,1678
168,1,1,320,320,1678
169,1,1,320,320,1678
170,1,1,320,320,1678
171,1,1,320,320,1678
172,1,1,320,320,1678
173,1,1,320,320,1678
174,1,1,320,320,1678
175,1,1,320,320,1678
176,1,1,320,320,1678
177,1,1,320,320,1678
178,1,1,320,320,1678
179,1,1,320,320,1678
180,1,1,320,320,1678
181,1,1,320,320,1678
182,1,1,320,320,1678
183,1,1,320,320,1678
184,1,1,320,320,1678
185,1,1,320,320,1678
186,1,1,320,320,1678
187,1,1,320,320,1678
188,1,1,320,320,1678
189,1,1,320,320,1678
190,1,1,320,320,1678
191,1,1,320,320,1678
192,1,1,320,320,1678
193,1,1,320,320,1678
194,1,1,320,320,1678
195,1,1,320,320,1678
196,1,1,320,320,1678
197,1,1,320,320,1678
198,1,1,320,320,1678
199,1,1,320,320,1678
200,1,1,320,320,1678
201,1,1,320,320,1678
202,1,1,320,320,1678
203,1,1,320,320,1678
204,1,1,320,320,1678
205,1,1,320,320,1678
206,1,1,320,320,1678
207,1,1,320,320,1678
208,1,1,320,320,1678
209,1,1,320,320,1678
210,1,1,320,320,1678
211,1,1,320,320,1678
212,1,1,320,320,1678
213,1,1,320,320,1678
214,1,1,320,320,1678
215,1,1,320,320,1678
216,1,1,320,320,1678
217,1,1,320,320,1678
218,1,1,320,320,1678
219,1,1,320,320,1678
220,1,1,320,320,1678
221,1,1,320,320,1678
222,1,1,320,320,1678
223,1,1,320,320,1678
224,1,1,320,320,1678
225,1,1,320,320,1678
226,1,1,320,320,1678
227,1,1,320,320,1678
228,1,1,320,320,1678
229,1,1,320,320,1678
230,1,1,320,320,1678
231,1,1,320,320,1678
232,1,1,320,320,1678
233,1,1,320,320,1678
234,1,1,320,320,1678
235,1,1,320,320,1678
236,1,1,320,320,1678
237,1,1,320,320,1678
238,1,1,320,320,1678
239,1,1,320,320,1678
240,1,1,320,320,1678
241,1,1,320,320,1678
242,1,1,320,320,1678
243,1,1,320,320,1678
244,1,1,320,320,1678
245,1,1,320,320,1678
246,1,1,320,320,1678
247,1,1,320,320,1678
248,1,1,320,320,1678
249,1,1,320,320,1678
250,1,1,320,320,1678
251,1,1,320,320,1678
252,1,1,320,320,1678
253,1,1,320,320,1678
254,1,1,320,320,1678
255,1,1,320,320,1678
256,1,1,320,320,1678
257,1,1,320,320,1678
258,1,1,320,320,1678
259,1,1,320,320,1678
260,1,1,320,320,1678
261,1,1,320,320,1678
262,1,1,320,320,1678
263,1,1,320,320,1678
264,1,1,320,320,1678
265,1,1,320,320,1678
266,1,1,320,320,1678
267,1,1,320,320,1678
268,1,1,320,320,1678
269,1,1,320,320,1678
270,1,1,320,320,1678
271,1,1,320,320,1678
272,1,1,320,320,1678
273,1,1,320,320,1678
274,1,1,320,320,1678
275,1,1,320,320,1678
276,1,1,320,320,1678
277,1,1,320,320,1678
278,1,1,320,320,1678
279,1,1,320,320,1678
280,1,1,320,320,1678
281,1,1,320,320,1678
282,1,1,320,320,1678
283,1,1,320,320,1678
284,1,1,320,320,1678
285,1,1,320,320,1678
286,1,1,320,320,1678
287,1,1,320,320,1678
288,1,1,320,320,1678
289,1,1,320,320,1678
290,1,1,320,320,1678
291,1,1,320,320,1678
292,1,1,320,320,1678
293,1,1,320,320,1678
294,1,1,320,320,1678
295,1,1,320,320,1678
296,1,1,320,320,1678
297,1,1,320,320,1678
298,1,1,320,320,1678
299,1,1,320,320,1678
300,1,1,320,320,1678
301,1,1,320,320,1678
302,1,1,320,320,1678
303,1,1,320,320,1678
304,1,1,320,320,1678
305,1,1,320,320,1678
306,1,1,320,320,1678
307,1,1,320,320,1678
308,1,1,320,320,1678
309,1,1,320,320,1678
310,1,1,320,320,1678
311,1,1,320,320,1678
312,1,1,320,320,1678
313,1,1,320,320,1678
314,1,1,320,320,1678
315,1,1,320,320,1678
316,1,1,320,320,1678
317,1,1,320,320,1678
318,1,1,320,320,1678
319,1,1,320,320,1678
320,1,1,320,320,1678
321,1,1,320,320,1678
322,1,1,320,320,1678
323,1,1,320,320,1678
324,1,1,320,320,1678
325,1,1,320,320,1678
326,1,1,320,320,1678
327,1,1,320,320,1678
328,1,1,320,320,1678
329,1,1,320,320,1678
330,1,1,320,320,1678
331,1,1,320,320,1678
332,1,1,320,320,1678
333,1,1,320,320,1678
334,1,1,320,320,1678
335,1,1,320,320,1678
336,1,1,320,320,1678
337,1,1,320,320,1678
338,1,1,320,320,1678
339,1,1,320,320,1678
340,1,1,320,320,1678
341,1,1,320,320,1678
342,1,1,320,320,1678
343,1,1,320,320,1678
344,1,1,320,320,1678
345,1,1,320,320,1678
346,1,1,320,320,1678
347,1,1,320,320,1678
348,1,1,320,320,1678
349,1,1,320,320,1678
350,1,1,320,320,1678
351,1,1,320,320,1678
352,1,1,320,320,1678
353,1,1,320,320,1678
354,1,1,320,320,1678
355,1,1,320,320,1678
356,1,1,320,320,1678
357,1,1,320,320,1678
358,1,1,320,320,1678
359,1,1,320,320,1678
360,1,1,320,320,1678
361,1,1,320,320,1678
362,1,1,320,320,1678
363,1,1,320,320,1678
364,1,1,320,320,1678
365,1,1,320,320,1678
