r,h,k,n,infected,msgs
0,2,2,2560,1,2
1,2,2,2560,3,6
2,2,2,2560,7,14
3,2,2,2560,37,5120
4,2,2,2560,271,10166
5,2,2,2560,1269,14744
6,2,2,2560,2433,17326
7,2,2,2560,2560,17580
8,2,2,2560,2560,17580
9,2,2,2560,2560,17580
10,2,2,2560,2560,17580
11,2,2,2560,2560,17580
12,2,2,2560,2560,17580
13,2,2,2560,2560,17580
14,2,2,2560,2560,17580
15,2,2,2560,2560,17580
16,2,2,2560,2560,17580
17,2,2,2560,2560,17580
18,2,2,2560,2560,17580
19,2,2,2560,2560,17580
20,2,2,2560,2560,17580
21,2,2,2560,2560,17580
22,2,2,2560,2560,17580
23,2,2,2560,2560,17580
24,2,2,2560,2560,17580
25,2,2,2560,2560,17580
26,2,2,2560,2560,17580
27,2,2,2560,2560,17580
28,2,2,2560,2560,17580
29,2,2,2560,2560,17580
30,2,2,2560,2560,17580
31,2,2,2560,2560,17580
32,2,2,2560,2560,17580
33,2,2,2560,2560,17580
34,2,2,2560,2560,17580
35,2,2,2560,2560,17580
36,2,2,2560,2560,17580
37,2,2,2560,2560,17580
38,2,2,2560,2560,17580
39,2,2,2560,2560,17580
40,2,2,2560,2560,17580
41,2,2,2560,2560,17580
42,2,2,2560,2560,17580
43,2,2,2560,2560,17580
44,2,2,2560,2560,17580
45,2,2,2560,2560,17580
46,2,2,2560,2560,17580
47,2,2,2560,2560,17580
48,2,2,2560,2560,17580
49,2,2,2560,2560,17580
50,2,2,2560,2560,17580
51,2,2,2560,2560,17580
52,2,2,2560,2560,17580
53,2,2,2560,2560,17580
54,2,2,2560,2560,17580
55,2,2,2560,2560,17580
56,2,2,2560,2560,17580
57,2,2,2560,2560,17580
58,2,2,2560,2560,17580
59,2,2,2560,2560,17580
60,2,2,2560,2560,17580
61,2,2,2560,2560,17580
62,2,2,2560,2560,17580
63,2,2,2560,2560,17580
64,2,2,2560,2560,17580
65,2,2,2560,2560,17580
66,2,2,2560,2560,17580
67,2,2,2560,2560,17580
68,2,2,2560,2560,17580
69,2,2,2560,2560,17580
70,2,2,2560,2560,17580
71,2,2,2560,2560,17580
72,2,2,2560,2560,17580
73,2,2,2560,2560,17580
74,2,2,2560,2560,17580
75,2,2,2560,2560,17580
76,2,2,2560,2560,17580
77,2,2,2560,2560,17580
78,2,2,2560,2560,17580
79,2,2,2560,2560,17580
80,2,2,2560,2560,17580
81,2,2,2560,2560,17580
82,2,2,2560,2560,17580
83,2,2,2560,2560,17580
84,2,2,2560,2560,17580
85,2,2,2560,2560,17580
86,2,2,2560,2560,17580
87,2,2,2560,2560,17580
88,2,2,2560,2560,17580
89,2,2,2560,2560,17580
90,2,2,2560,2560,17580
91,2,2,2560,2560,17580
92,2,2,2560,2560,17580
93,2,2,2560,2560,17580
94,2,2,2560,2560,17580
95,2,2,2560,2560,17580
96,2,2,2560,2560,17580
97,2,2,2560,2560,17580
98,2,2,2560,2560,17580
99,2,2,2560,2560,17580
100,2,2,2560,2560,17580
101,2,2,2560,2560,17580
102,2,2,2560,2560,17580
103,2,2,2560,2560,17580
104,2,2,2560,2560,17580
105,2,2,2560,2560,17580
106,2,2,2560,2560,17580
107,2,2,2560,2560,17580
108,2,2,2560,2560,17580
109,2,2,2560,2560,17580
110,2,2,2560,2560,17580
111,2,2,2560,2560,17580
112,2,2,2560,2560,17580
113,2,2,2560,2560,17580
114,2,2,2560,2560,17580
115,2,2,2560,2560,17580
116,2,2,2560,2560,17580
117,2,2,2560,2560,17580
118,2,2,2560,2560,17580
119,2,2,2560,2560,17580
120,2,2,2560,2560,17580
121,2,2,2560,2560,17580
122,2,2,2560,2560,17580
123,2,2,2560,2560,17580
124,2,2,2560,2560,17580
125,2,2,2560,2560,17580
126,2,2,2560,2560,17580
127,2,2,2560,2560,17580
128,2,2,2560,2560,17580
129,2,2,2560,2560,17580
130,2,2,2560,2560,17580
131,2,2,2560,2560,17580
132,2,2,2560,2560,17580
133,2,2,2560,2560,17580
134,2,2,2560,2560,17580
135,2,2,2560,2560,17580
136,2,2,2560,2560,17580
137,2,2,2560,2560,17580
138,2,2,2560,2560,17580
139,2,2,2560,2560,17580
140,2,2,2560,2560,17580
141,2,2,2560,2560,17580
142,2,2,2560,2560,17580
143,2,2,2560,2560,17580
144,2,2,2560,2560,17580
145,2,2,2560,2560,17580
146,2,2,2560,2560,17580
147,2,2,2560,2560,17580
148,2,2,2560,2560,17580
149,2,2,2560,2560,17580
150,2,2,2560,2560,17580
151,2,2,2560,2560,17580
152,2,2,2560,2560,17580
153,2,2,2560,2560,17580
154,2,2,2560,2560,17580
155,2,2,2560,2560,17580
156,2,2,2560,2560,17580
157,2,2,2560,2560,17580
158,2,2,2560,2560,17580
159,2,2,2560,2560,17580
160,2,2,2560,2560,17580
161,2,2,2560,2560,17580
162,2,2,2560,2560,17580
163,2,2,2560,2560,17580
164,2,2,2560,2560,17580
165,2,2,2560,2560,17580
166,2,2,2560,2560,17580
167,2,2,2560,2560,17580
168,2,2,2560,2560,17580
169,2,2,2560,2560,17580
170,2,2,2560,2560,17580
171,2,2,2560,2560,17580
172,2,2,2560,2560,17580
173,2,2,2560,2560,17580
174,2,2,2560,2560,17580
175,2,2,2560,2560,17580
176,2,2,2560,2560,17580
177,2,2,2560,2560,17580
178,2,2,2560,2560,17580
179,2,2,2560,2560,17580
180,2,2,2560,2560,17580
181,2,2,2560,2560,17580
182,2,2,2560,2560,17580
183,2,2,2560,2560,17580
184,2,2,2560,2560,17580
185,2,2,2560,2560,17580
186,2,2,2560,2560,17580
187,2,2,2560,2560,17580
188,2,2,2560,2560,17580
189,2,2,2560,2560,17580
190,2,2,2560,2560,17580
191,2,2,2560,2560,17580
