r,h,k,n,infected,msgs
0,9,8,640,1,8
1,9,8,640,9,72
2,9,8,640,70,560
3,9,8,640,385,3080
4,9,8,640,634,5072
5,9,8,640,640,5120
6,9,8,640,640,5120
7,9,8,640,640,5120
8,9,8,640,640,5120
9,9,8,640,640,5120
10,9,8,640,640,5120
11,9,8,640,640,5120
12,9,8,640,640,5120
13,9,8,640,640,5120
14,9,8,640,640,5120
15,9,8,640,640,5120
16,9,8,640,640,5120
17,9,8,640,640,5120
18,9,8,640,640,5120
19,9,8,640,640,5120
20,9,8,640,640,5120
21,9,8,640,640,5120
22,9,8,640,640,5120
23,9,8,640,640,5120
24,9,8,640,640,5120
25,9,8,640,640,5120
26,9,8,640,640,5120
27,9,8,640,640,5120
28,9,8,640,640,5120
29,9,8,640,640,5120
30,9,8,640,640,5120
31,9,8,640,640,5120
32,9,8,640,640,5120
33,9,8,640,640,5120
34,9,8,640,640,5120
35,9,8,640,640,5120
36,9,8,640,640,5120
37,9,8,640,640,5120
38,9,8,640,640,5120
39,9,8,640,640,5120
40,9,8,640,640,5120
41,9,8,640,640,5120
42,9,8,640,640,5120
43,9,8,640,640,5120
44,9,8,640,640,5120
45,9,8,640,640,5120
46,9,8,640,640,5120
47,9,8,640,640,5120
48,9,8,640,640,5120
49,9,8,640,640,5120
50,9,8,640,640,5120
51,9,8,640,640,5120
52,9,8,640,640,5120
53,9,8,640,640,5120
54,9,8,640,640,5120
55,9,8,640,640,5120
56,9,8,640,640,5120
57,9,8,640,640,5120
58,9,8,640,640,5120
59,9,8,640,640,5120
60,9,8,640,640,5120
61,9,8,640,640,5120
62,9,8,640,640,5120
63,9,8,640,640,5120
64,9,8,640,640,5120
65,9,8,640,640,5120
66,9,8,640,640,5120
67,9,8,640,640,5120
68,9,8,640,640,5120
69,9,8,640,640,5120
70,9,8,640,640,5120
71,9,8,640,640,5120
72,9,8,640,640,5120
73,9,8,640,640,5120
74,9,8,640,640,5120
75,9,8,640,640,5120
76,9,8,640,640,5120
77,9,8,640,640,5120
78,9,8,640,640,5120
79,9,8,640,640,5120
80,9,8,640,640,5120
81,9,8,640,640,5120
82,9,8,640,640,5120
83,9,8,640,640,5120
84,9,8,640,640,5120
85,9,8,640,640,5120
86,9,8,640,640,5120
87,9,8,640,640,5120
88,9,8,640,640,5120
89,9,8,640,640,5120
90,9,8,640,640,5120
91,9,8,640,640,5120
92,9,8,640,640,5120
93,9,8,640,640,5120
94,9,8,640,640,5120
95,9,8,640,640,5120
96,9,8,640,640,5120
97,9,8,640,640,5120
98,9,8,640,640,5120
99,9,8,640,640,5120
100,9,8,640,640,5120
101,9,8,640,640,5120
102,9,8,640,640,5120
103,9,8,640,640,5120
104,9,8,640,640,5120
105,9,8,640,640,5120
106,9,8,640,640,5120
107,9,8,640,640,5120
108,9,8,640,640,5120
109,9,8,640,640,5120
110,9,8,640,640,5120
111,9,8,640,640,5120
112,9,8,640,640,5120
113,9,8,640,640,5120
114,9,8,640,640,5120
115,9,8,640,640,5120
116,9,8,640,640,5120
117,9,8,640,640,5120
118,9,8,640,640,5120
119,9,8,640,640,5120
120,9,8,640,640,5120
121,9,8,640,640,5120
122,9,8,640,640,5120
123,9,8,640,640,5120
124,9,8,640,640,5120
125,9,8,640,640,5120
126,9,8,640,640,5120
127,9,8,640,640,5120
128,9,8,640,640,5120
129,9,8,640,640,5120
130,9,8,640,640,5120
131,9,8,640,640,5120
132,9,8,640,640,5120
133,9,8,640,640,5120
134,9,8,640,640,5120
135,9,8,640,640,5120
136,9,8,640,640,5120
137,9,8,640,640,5120
138,9,8,640,640,5120
139,9,8,640,640,5120
140,9,8,640,640,5120
141,9,8,640,640,5120
142,9,8,640,640,5120
143,9,8,640,640,5120
144,9,8,640,640,5120
145,9,8,640,640,5120
146,9,8,640,640,5120
147,9,8,640,640,5120
148,9,8,640,640,5120
149,9,8,640,640,5120
150,9,8,640,640,5120
151,9,8,640,640,5120
152,9,8,640,640,5120
153,9,8,640,640,5120
154,9,8,640,640,5120
155,9,8,640,640,5120
156,9,8,640,640,5120
157,9,8,640,640,5120
158,9,8,640,640,5120
159,9,8,640,640,5120
160,9,8,640,640,5120
161,9,8,640,640,5120
162,9,8,640,640,5120
163,9,8,640,640,5120
164,9,8,640,640,5120
165,9,8,640,640,5120
166,9,8,640,640,5120
167,9,8,640,640,5120
168,9,8,640,640,5120
169,9,8,640,640,5120
170,9,8,640,640,5120
171,9,8,640,640,5120
172,9,8,640,640,5120
173,9,8,640,640,5120
174,9,8,640,640,5120
175,9,8,640,640,5120
176,9,8,640,640,5120
177,9,8,640,640,5120
178,9,8,640,640,5120
179,9,8,640,640,5120
180,9,8,640,640,5120
181,9,8,640,640,5120
182,9,8,640,640,5120
183,9,8,640,640,5120
184,9,8,640,640,5120
185,9,8,640,640,5120
186,9,8,640,640,5120
187,9,8,640,640,5120
188,9,8,640,640,5120
189,9,8,640,640,5120
190,9,8,640,640,5120
191,9,8,640,640,5120
192,9,8,640,640,5120
193,9,8,640,640,5120
194,9,8,640,640,5120
195,9,8,640,640,5120
196,9,8,640,640,5120
197,9,8,640,640,5120
198,9,8,640,640,5120
199,9,8,640,640,5120
200,9,8,640,640,5120
201,9,8,640,640,5120
202,9,8,640,640,5120
203,9,8,640,640,5120
204,9,8,640,640,5120
205,9,8,640,640,5120
206,9,8,640,640,5120
207,9,8,640,640,5120
208,9,8,640,640,5120
209,9,8,640,640,5120
210,9,8,640,640,5120
211,9,8,640,640,5120
212,9,8,640,640,5120
213,9,8,640,640,5120
214,9,8,640,640,5120
215,9,8,640,640,5120
216,9,8,640,640,5120
217,9,8,640,640,5120
218,9,8,640,640,5120
219,9,8,640,640,5120
220,9,8,640,640,5120
221,9,8,640,640,5120
222,9,8,640,640,5120
223,9,8,640,640,5120
224,9,8,640,640,5120
225,9,8,640,640,5120
226,9,8,640,640,5120
227,9,8,640,640,5120
228,9,8,640,640,5120
229,9,8,640,640,5120
230,9,8,640,640,5120
231,9,8,640,640,5120
232,9,8,640,640,5120
233,9,8,640,640,5120
234,9,8,640,640,5120
235,9,8,640,640,5120
236,9,8,640,640,5120
237,9,8,640,640,5120
238,9,8,640,640,5120
239,9,8,640,640,5120
240,9,8,640,640,5120
241,9,8,640,640,5120
242,9,8,640,640,5120
243,9,8,640,640,5120
244,9,8,640,640,5120
245,9,8,640,640,5120
246,9,8,640,640,5120
247,9,8,640,640,5120
248,9,8,640,640,5120
249,9,8,640,640,5120
250,9,8,640,640,5120
251,9,8,640,640,5120
252,9,8,640,640,5120
253,9,8,640,640,5120
254,9,8,640,640,5120
255,9,8,640,640,5120
256,9,8,640,640,5120
257,9,8,640,640,5120
258,9,8,640,640,5120
259,9,8,640,640,5120
260,9,8,640,640,5120
261,9,8,640,640,5120
262,9,8,640,640,5120
263,9,8,640,640,5120
264,9,8,640,640,5120
265,9,8,640,640,5120
266,9,8,640,640,5120
267,9,8,640,640,5120
268,9,8,640,640,5120
269,9,8,640,640,5120
270,9,8,640,640,5120
271,9,8,640,640,5120
272,9,8,640,640,5120
273,9,8,640,640,5120
274,9,8,640,640,5120
275,9,8,640,640,5120
276,9,8,640,640,5120
277,9,8,640,640,5120
278,9,8,640,640,5120
279,9,8,640,640,5120
280,9,8,640,640,5120
281,9,8,640,640,5120
282,9,8,640,640,5120
283,9,8,640,640,5120
284,9,8,640,640,5120
285,9,8,640,640,5120
286,9,8,640,640,5120
287,9,8,640,640,5120
288,9,8,640,640,5120
289,9,8,640,640,5120
290,9,8,640,640,5120
291,9,8,640,640,5120
292,9,8,640,640,5120
293,9,8,640,640,5120
294,9,8,640,640,5120
295,9,8,640,640,5120
296,9,8,640,640,5120
297,9,8,640,640,5120
298,9,8,640,640,5120
299,9,8,640,640,5120
300,9,8,640,640,5120
301,9,8,640,640,5120
302,9,8,640,640,5120
303,9,8,640,640,5120
304,9,8,640,640,5120
305,9,8,640,640,5120
306,9,8,640,640,5120
307,9,8,640,640,5120
308,9,8,640,640,5120
309,9,8,640,640,5120
310,9,8,640,640,5120
311,9,8,640,640,5120
312,9,8,640,640,5120
313,9,8,640,640,5120
314,9,8,640,640,5120
315,9,8,640,640,5120
316,9,8,640,640,5120
317,9,8,640,640,5120
318,9,8,640,640,5120
319,9,8,640,640,5120
320,9,8,640,640,5120
321,9,8,640,640,5120
322,9,8,640,640,5120
323,9,8,640,640,5120
324,9,8,640,640,5120
325,9,8,640,640,5120
326,9,8,640,640,5120
327,9,8,640,640,5120
328,9,8,640,640,5120
329,9,8,640,640,5120
330,9,8,640,640,5120
331,9,8,640,640,5120
332,9,8,640,640,5120
333,9,8,640,640,5120
334,9,8,640,640,5120
335,9,8,640,640,5120
336,9,8,640,640,5120
337,9,8,640,640,5120
338,9,8,640,640,5120
339,9,8,640,640,5120
340,9,8,640,640,5120
341,9,8,640,640,5120
342,9,8,640,640,5120
343,9,8,640,640,5120
344,9,8,640,640,5120
345,9,8,640,640,5120
346,9,8,640,640,5120
347,9,8,640,640,5120
348,9,8,640,640,5120
349,9,8,640,640,5120
350,9,8,640,640,5120
351,9,8,640,640,5120
352,9,8,640,640,5120
353,9,8,640,640,5120
354,9,8,640,640,5120
355,9,8,640,640,5120
356,9,8,640,640,5120
357,9,8,640,640,5120
358,9,8,640,640,5120
359,9,8,640,640,5120
360,9,8,640,640,5120
361,9,8,640,640,5120
362,9,8,640,640,5120
363,9,8,640,640,5120
364,9,8,640,640,5120
365,9,8,640,640,5120
366,9,8,640,640,5120
367,9,8,640,640,5120
368,9,8,640,640,5120
369,9,8,640,640,5120
370,9,8,640,640,5120
371,9,8,640,640,5120
372,9,8,640,640,5120
373,9,8,640,640,5120
374,9,8,640,640,5120
375,9,8,640,640,5120
376,9,8,640,640,5120
377,9,8,640,640,5120
378,9,8,640,640,5120
379,9,8,640,640,5120
380,9,8,640,640,5120
381,9,8,640,640,5120
382,9,8,640,640,5120
383,9,8,640,640,5120
