r,h,k,n,infected,msgs
0,2,2,40,1,2
1,2,2,40,3,6
2,2,2,40,7,14
3,2,2,40,27,80
4,2,2,40,39,106
5,2,2,40,40,108
6,2,2,40,40,108
7,2,2,40,40,108
8,2,2,40,40,108
9,2,2,40,40,108
10,2,2,40,40,108
11,2,2,40,40,108
12,2,2,40,40,108
13,2,2,40,40,108
14,2,2,40,40,108
15,2,2,40,40,108
16,2,2,40,40,108
17,2,2,40,40,108
18,2,2,40,40,108
19,2,2,40,40,108
20,2,2,40,40,108
21,2,2,40,40,108
22,2,2,40,40,108
23,2,2,40,40,108
24,2,2,40,40,108
25,2,2,40,40,108
26,2,2,40,40,108
27,2,2,40,40,108
28,2,2,40,40,108
29,2,2,40,40,108
30,2,2,40,40,108
31,2,2,40,40,108
32,2,2,40,40,108
33,2,2,40,40,108
34,2,2,40,40,108
35,2,2,40,40,108
36,2,2,40,40,108
37,2,2,40,40,108
38,2,2,40,40,108
39,2,2,40,40,108
40,2,2,40,40,108
41,2,2,40,40,108
42,2,2,40,40,108
43,2,2,40,40,108
44,2,2,40,40,108
45,2,2,40,40,108
46,2,2,40,40,108
47,2,2,40,40,108
48,2,2,40,40,108
49,2,2,40,40,108
50,2,2,40,40,108
51,2,2,40,40,108
52,2,2,40,40,108
53,2,2,40,40,108
54,2,2,40,40,108
55,2,2,40,40,108
56,2,2,40,40,108
57,2,2,40,40,108
58,2,2,40,40,108
59,2,2,40,40,108
60,2,2,40,40,108
61,2,2,40,40,108
62,2,2,40,40,108
63,2,2,40,40,108
64,2,2,40,40,108
65,2,2,40,40,108
66,2,2,40,40,108
67,2,2,40,40,108
68,2,2,40,40,108
69,2,2,40,40,108
70,2,2,40,40,108
71,2,2,40,40,108
72,2,2,40,40,108
73,2,2,40,40,108
74,2,2,40,40,108
75,2,2,40,40,108
76,2,2,40,40,108
77,2,2,40,40,108
78,2,2,40,40,108
79,2,2,40,40,108
80,2,2,40,40,108
81,2,2,40,40,108
82,2,2,40,40,108
83,2,2,40,40,108
84,2,2,40,40,108
85,2,2,40,40,108
86,2,2,40,40,108
87,2,2,40,40,108
88,2,2,40,40,108
89,2,2,40,40,108
90,2,2,40,40,108
91,2,2,40,40,108
92,2,2,40,40,108
93,2,2,40,40,108
94,2,2,40,40,108
95,2,2,40,40,108
96,2,2,40,40,108
97,2,2,40,40,108
98,2,2,40,40,108
99,2,2,40,40,108
100,2,2,40,40,108
101,2,2,40,40,108
102,2,2,40,40,108
103,2,2,40,40,108
104,2,2,40,40,108
105,2,2,40,40,108
106,2,2,40,40,108
107,2,2,40,40,108
108,2,2,40,40,108
109,2,2,40,40,108
110,2,2,40,40,108
111,2,2,40,40,108
112,2,2,40,40,108
113,2,2,40,40,108
114,2,2,40,40,108
115,2,2,40,40,108
116,2,2,40,40,108
117,2,2,40,40,108
118,2,2,40,40,108
119,2,2,40,40,108
120,2,2,40,40,108
121,2,2,40,40,108
122,2,2,40,40,108
123,2,2,40,40,108
124,2,2,40,40,108
125,2,2,40,40,108
126,2,2,40,40,108
127,2,2,40,40,108
128,2,2,40,40,108
129,2,2,40,40,108
130,2,2,40,40,108
131,2,2,40,40,108
132,2,2,40,40,108
133,2,2,40,40,108
134,2,2,40,40,108
135,2,2,40,40,108
136,2,2,40,40,108
137,2,2,40,40,108
138,2,2,40,40,108
139,2,2,40,40,108
140,2,2,40,40,108
141,2,2,40,40,108
142,2,2,40,40,108
143,2,2,40,40,108
144,2,2,40,40,108
145,2,2,40,40,108
146,2,2,40,40,108
